Class,Subclass2,Subclass3,Subclass4,Subclass5,Subclass6,Subclass7,Subclass8,nuclex_nid,parent_OBO,obo_id,obo_axiom,radlex_purl,radlex_axiom,playbook_rpid,umls_cui,umls_axiom,nci_thesaurus_code,nci_thesaurus_axiom,snomedct_code,snomedct_axiom,ibsi_code,ibsi_axiom,dicom_code,Other,Other_axiom,Measurement?,Assignment ID,Approver/Endorser ID,Comments,Synonyms,Definitions ,ro:has_part,ro:is_part_of,ro:uses,ro:is_made_of,ro:treats,ro:has_input,ro:has_output,ro:is_about,nuclex:is_theranostic_pair,nuclex:binds_to,nuclex:is_radiolabeled_analog_of,,,,,,,
,,,,acquisition table speed,,,,nuclex:000987,,,,http://www.radlex.org/RID/RID12366,,,,,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C164638,,,,,,,,,,,1001;1002;1010,,"flow speed, axial table speed, table speed, scan velocity, sweep rate, bed translation rate, continuous bed motion rate, bed flow",The speed of bed axial movement occuring during a nuclear medicine acquisition with continuous bed motion.,,,,,,,,,,,,,,,,,,
,,,,energy window setting,,,,nuclex:000988,,,,,,,,,,,,,,,,,,,,1001;1002;1010,,"window setting, gamma energy window setting, photon energy window setting, acquisition window",The collection of configuration parameters defining the acceptable range of photon energies for a specific acquisition.,,,,,,,,,,,,,,,,,,
,,,,,energy window type,,,nuclex:000989,,,,,,,,,,,,,,,,,,,,1001;1002;1010,,window type,The classification of an energy window based on its physical purpose or intended use in data processing.,,,,,,,,,,,,,,,,,,
,,,,,,scatter energy window,,nuclex:000990,,,,,,,,,,,,,,,,,,,,1001;1002;1010,,"scatter window, SC window",An energy window configured primarily to capture Compton-scattered photons for use in scatter estimation and correction.,,,,,,,,,,,,,,,,,,
,,,,,,,lower scatter energy window,nuclex:000991,,,,,,,,,,,,,,,,,,,,1001;1002;1010,,"lower scatter window, LS window",A scatter energy window positioned at an energy range immediately below a target emission photopeak.,,,,,,,,,,,,,,,,,,
,,,,,,,upper scatter energy window,nuclex:000992,,,,,,,,,,,,,,,,,,,,1001;1002;1010,,"upper scatter window, US window",A scatter energy window positioned at an energy range immediately above a target emission photopeak.,,,,,,,,,,,,,,,,,,
,,,,,,,general scatter energy window,nuclex:000993,,,,,,,,,,,,,,,,,,,,1001;1002;1010,,general scatter window,"A broad scatter energy window not strictly confined to adjacent sub-windows, typically used for generalized scatter modeling or broad background estimation.",,,,,,,,,,,,,,,,,,
,,,,,,emission energy window,,nuclex:000994,,,,,,,,,,,,,,,,,,,,1001;1002;1010,,"photopeak energy window, EM window, photopeak window, PP window",An energy window designed to encompass the primary photopeak of the target radionuclide.,,,,,,,,,,,,,,,,,,
,,,,,,open window,,nuclex:000995,,,,,,,,,,,,,,,,,,,,1001;1002;1010,,,"An energy window configuration accepting all events, regardless of energy.",,,,,,,,,,,,,,,,,,
,,,,,,symmetric energy window,,nuclex:000996,,,,,,,,,,,,,,,,,,,,1001;1002;1010,,symmetric window,An energy window where the lower and upper limits are equidistant from the center of the target photopeak.,,,,,,,,,,,,,,,,,,
,,,,,,asymmetric energy window,,nuclex:000997,,,,,,,,,,,,,,,,,,,,1001;1002;1010,,asymmetric window,An energy window where the lower and upper limits are not equidistant from the center of the target photopeak.,,,,,,,,,,,,,,,,,,
,,,,,energy window lower limit,,,nuclex:000998,,,,,,,,,,,,,,,,,,,,1001;1002;1010,,"window lower limit, LL, lower level discriminator, LLD",The minimum photon energy threshold required for an event to be accepted into the window.,,,,,,,,,,,,,,,,,,
,,,,,energy window upper limit,,,nuclex:000999,,,,,,,,,,,,,,,,,,,,1001;1002;1010,,"window upper limit, UL, upper level discriminator, ULD",The maximum photon energy threshold required for an event to be accepted into the window.,,,,,,,,,,,,,,,,,,
,,,,,number of energy windows,,,nuclex:001000,,,,,,,,,,,,,,,,,,,,1001;1002;1010,,number of windows,The total count of distinct energy windows configured for a single data acquisition frame or protocol.,,,,,,,,,,,,,,,,,,
,,,,,energy window width,,,nuclex:001001,,,,,,,,,,,,,,,,,,,,1001;1002;1010,,"window width, energy window size, window size","The range of energies accepted in an acquisition window, often expressed as percentages of the window center, or the range in units of keV. ",,,,,,,,,,,,,,,,,,
,,,,,energy window center,,,nuclex:001002,,,,,,,,,,,,,,,,,,,,1001;1002;1010,,"window center, window peak",The midpoint energy value or target photopeak around which the window limits are established.,,,,,,,,,,,,,,,,,,
,,,,,energy window name,,,nuclex:001003,,,,,,,,,,,,,,,,,,,,1001;1002;1010,,window name,The textual label used to identify a specific energy window's purpose within a system or dataset.,,,,,,,,,,,,,,,,,,
,,,,rotational detector acquisition setting,,,,nuclex:001004,,,,,,,,,,,,,,,,,,,,1001;1002;1010,,rotation acquisition setting,Angular rotation motion settings of a nuclear medicine detector.,,,,,,,,,,,,,,,,,,
,,,,,angular step size,,,nuclex:001005,,,,,,,,,,,,,,,,,,,,1001;1002;1010,,angular step,,,,,,,,,,,,,,,,,,,
,,,,,number of frames in rotation,,,nuclex:001006,,,,,,,,,,,,,,,,,,,,1001;1002;1010,,"number of steps, number of projections, number of projections in rotation, number of views, number of views in rotation",**per detector**,,,,,,,,,,,,,,,,,,
,,,,,,total number of frames in rotation,,nuclex:001007,,,,,,,,,,,,,,,,,,,,,,"total number of steps in rotation, total number of projections in rotation, total number of views in rotation",**combined detector**,,,,,,,,,,,,,,,,,,
,,,,,start angle,,,nuclex:001008,,,,,,,,,,,,,,,,,,,,1001;1002;1010,,"initial angle, start position",,,,,,,,,,,,,,,,,,,
,,,,,total rotation angle,,,nuclex:001009,,,,,,,,,,,,,,,,,,,,1001;1002;1010,,"scan arc, angular range, total angle of rotation, arc of rotation",,,,,,,,,,,,,,,,,,,
,,,,,rotation direction,,,nuclex:001010,,,,,,,,,,,,,,,,,,,,1001;1002;1010,,,Clockwise or counterclockwise,,,,,,,,,,,,,,,,,,
,,,,,nuclear medicine detector positioning mode,,,nuclex:001011,,,,,,,,,,,,,,,,,,,,1001;1002;1010,,,,,,,,,,,,,,,,,,,,,
,,,,,,H-mode,,nuclex:001012,,,,,,,,,,,,,,,,,,,,1001;1002;1010,,"180 configuration, 180 degree configuration, 180 mode, 180 degree mode, AP mode, A/P mode",,,,,,,,,,,,,,,,,,,
,,,,,,L-mode,,nuclex:001013,,,,,,,,,,,,,,,,,,,,1001;1002;1010,,"90 configuration, 90 degree configuration, 90 mode, 90 degree mode",,,,,,,,,,,,,,,,,,,
,,,,,,cardiac mode,,nuclex:001014,,,,,,,,,,,,,,,,,,,,1001;1002;1010,,"76 configuration, 76 degree configuration, 76 degree mode, 76 mode",,,,,,,,,,,,,,,,,,,
,,,,,,plantar mode,,nuclex:001015,,,,,,,,,,,,,,,,,,,,1001;1002;1010,,,,,,,,,,,,,,,,,,,,,
,,,,,,vertical outside mode,,nuclex:001016,,,,,,,,,,,,,,,,,,,,1001;1002;1010,,"outer room mode, outer room configuration",,,,,,,,,,,,,,,,,,,
,,,,,,vertical inside mode,,nuclex:001017,,,,,,,,,,,,,,,,,,,,1001;1002;1010,,,,,,,,,,,,,,,,,,,,,
,,,,,,stretcher mode,,nuclex:001018,,,,,,,,,,,,,,,,,,,,1001;1002;1010,,"gurney mode, gurney configuration",,,,,,,,,,,,,,,,,,,
,,,,,,detector configuration angle,,nuclex:001019,,,,,,,,,,,,,,,,,,,,1001;1002;1010,,,The angle between two nuclear medicine detectors during acquisition. ,,,,,,,,,,,,,,,,,,
,,,,,,IQ-SPECT mode,,nuclex:001020,,,,,,,,,,,,,,,,,,,,1001;1002;1010,,"IQ SPECT mode, IQ SPECT configuration, IQ-SPECT configuration",,,,,,,,,,,,,,,,,,,
,,,,,detector orbit type,,,nuclex:001021,,,,,,,,,,,,,,,,,,,,1001;1002;1010,,,,,,,,,,,,,,,,,,,,,
,,,,,,circular orbit,,nuclex:001022,,,,,,,,,,,,,,,,,,,,1001;1002;1010,,,,,,,,,,,,,,,,,,,,,
,,,,,,non-circular orbit,,nuclex:001023,,,,,,,,,,,,,,,,,,,,1001;1002;1010,,,,,,,,,,,,,,,,,,,,,
,,,,,,,body contouring orbit,nuclex:001024,,,,,,,,,,,,,,,,,,,,1001;1002;1010,,body contour mode,,,,,,,,,,,,,,,,,,,
,,,,,,,elliptical orbit,nuclex:001025,,,,,,,,,,,,,,,,,,,,1001;1002;1010,,,,,,,,,,,,,,,,,,,,,
,,,,,nuclear medicine detector motion type ,,,nuclex:001026,,,,,,,,,,,,,,,,,,,,1001;1002;1010,,detector motion type,,,,,,,,,,,,,,,,,,,
,,,,,,step-and-shoot acquisition,,nuclex:001027,,,,,,,,,,,,,,,,,,,,1001;1002;1010,,"step and shoot, angular step acquisition",,,,,,,,,,,,,,,,,,,
,,,,,,continuous detector motion acquisition,,nuclex:001028,,,,,,,,,,,,,,,,,,,,1001;1002;1010,,continuous acquisition,,,,,,,,,,,,,,,,,,,
,,,,,,stationary detector acquisition,,nuclex:001029,,,,,,,,,,,,,,,,,,,,1001;1002;1010,,"static acquisition, stationary acquisition",,,,,,,,,,,,,,,,,,,
,,,,,nuclear medicine detector spatial positioning,,,nuclex:001030,,,,,,,,,,,,,,,,,,,,1001;1002;1010,,,,,,,,,,,,,,,,,,,,,
,,,,,,radius of rotation,,nuclex:001031,,,,,,,,,,,,,,,,,,,,1001;1002;1010,,detector radius,**per step setting**,,,,,,,,,,,,,,,,,,
,,,,,,center of rotation offset,,nuclex:001032,,,,,,,,,,,,,,,,,,,,1001;1002;1010,,COR offset,,,,,,,,,,,,,,,,,,,
,,,,,,detector tilt angle,,nuclex:001033,,,,,,,,,,,,,,,,,,,,1001;1002;1010,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,nuclex:001034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,nuclex:001035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,nuclex:001036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,nuclex:001037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,nuclear medicine acquisition time property,,,,nuclex:001038,,,,,,,,,,,,,,,,,,,1010,1001;1002,,,,,,,,,,,,,,,,,,,,,
,,,,,time frame start,,,nuclex:001039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,time frame end,,,nuclex:001040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,time frame index,,,nuclex:001041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,time frame mid-time,,,nuclex:001042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,time frame duration,,,nuclex:001043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,injection-to-imaging interval,,,nuclex:001044,,,,,,,,,,,,,,,,,,,,,,"uptake time, tracer uptake time, uptake interval, injection-to-imaging delay, injection-to-scan interval",,,,,,,,,,,,,,,,,,,
,,,,,,,,nuclex:001045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,computed tomography acquisition setting,,,,,nuclex:001046,,,,,,,,,,,,,,,,,,,1010,1001;1002,,"CT setting, CT acquisition setting",,,,,,,,,,,,,,,,,,,
,,,,tube voltage,,,,nuclex:001047,,,,,,,,,,,,,,,,,,,1010,1001;1002,,kV,,,,,,,,,,,,,,,,,,,
,,,,tube current,,,,nuclex:001048,,,,,,,,,,,,,,,,,,,1010,1001;1002,,mAs,,,,,,,,,,,,,,,,,,,
,,,,exposure time,,,,nuclex:001049,,,,,,,,,,,,,,,,,,,1010,1001;1002,,time,,,,,,,,,,,,,,,,,,,
,,,,tube current modulation,,,,nuclex:001050,,,,,,,,,,,,,,,,,,,1010,1001;1002,,,,,,,,,,,,,,,,,,,,,
,,,,gantry rotation time,,,,nuclex:001051,,,,,,,,,,,,,,,,,,,1010,1001;1002,,,,,,,,,,,,,,,,,,,,,
,,,,pitch,,,,nuclex:001052,,,,,,,,,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C92445 || Pitch | http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C48442,,http://purl.bioontology.org/ontology/SNOMEDCT/51104005,,,,,,,,1010,1001;1002,,,,,,,,,,,,,,,,,,,,,
,,,,detector coverage,,,,nuclex:001053,,,,,,,,,,,,,,,,,,,1010,1001;1002,,,,,,,,,,,,,,,,,,,,,
,,,,computed tomography acquisition type,,,,nuclex:001054,,,,,,,,,,,,,,,,,,,1010,1001;1002,,,,,,,,,,,,,,,,,,,,,
,,,,,helical acquisition,,,nuclex:001055,,,,,,,,,,,,,,,,,,,1010,1001;1002,,,,,,,,,,,,,,,,,,,,,
,,,,,axial acquisition,,,nuclex:001056,,,,,,,,,,,,,,,,,,,1010,1001;1002,,step-and-shoot acquisition,,,,,,,,,,,,,,,,,,,
,,,acquisition positioning setting,,,,,nuclex:001057,,,,,,,,,,,,,,,,,,,1010,1001;1002,,,,,,,,,,,,,,,,,,,,,
,,,,image-guided acquisition positioning,,,,nuclex:001058,,,,,,,,,,,,,,,,,,,1010,1001;1002,,,,,,,,,,,,,,,,,,,,,
,,,,,functional image-guided acquisition positioning,,,nuclex:001059,,,,,,,,,,,,,,,,,,,1010,1001;1002,,"nuclear medicine guided acquisition positioning, functional image-guided positioning",,,,,,,,,,,,,,,,,,,
,,,,,,persistence oscilloscope guided acquisition positioning,,nuclex:001060,,,,,,,,,,,,,,,,,,,1010,1001;1002,,"P-scope guided positioning, P-scope based positioning",,,,,,,,,,,,,,,,,,,
,,,,,anatomic image-guided acquisition positioning,,,nuclex:001061,,,,,,,,,,,,,,,,,,,1010,1001;1002,,,,,,,,,,,,,,,,,,,,,
,,,,,,topogram guided positioning,,nuclex:001062,,,,,,,,,,,,,,,,,,,1010,1001;1002,,scout guided positioning,,,,,,,,,,,,,,,,,,,
,,,,,optical image-guided positioning,,,nuclex:001063,,,,,,,,,,,,,,,,,,,1010,1001;1002,,video guided positioning,,,,,,,,,,,,,,,,,,,
,,,,laser-guided acquisition positioning,,,,nuclex:001064,,,,,,,,,,,,,,,,,,,1010,1001;1002,,laser positioning,,,,,,,,,,,,,,,,,,,
,,,,,,,,nuclex:001065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,image processing attribute,,,,,,nuclex:001066,,,,http://www.radlex.org/RID/RID11221,,,,,,,,,,,,,,,1010,1001;1002,,,,,,,,,,,,,,,,,,,,,
,,,image filtering method,,,,,nuclex:001067,,,,,,,,,,,,,,,,,,,1010,1001;1002,,applied filter,,,,,,,,,,,,,,,,,,,
,,,,post-reconstruction filtering method,,,,nuclex:001068,,,,,,,,,,,,,,,,,,,1010,1001;1002,,post-recon filter,,,,,,,,,,,,,,,,,,,
,,,,,Gaussian post-filter,,,nuclex:001069,,,,,,,,,,,,,,,,,,,1010,1001;1002,,post-reconstruction Gaussian filter,,,,,,,,,,,,,,,,,,,
,,,image reconstruction setting,,,,,nuclex:001070,,,,,,,,,,,,,,,,,,,1010,1001;1002,,reconstruction setting,,,,,,,,,,,,,,,,,,,
,,,,ordered subset expectation maximization setting,,,,nuclex:001071,,,,,,,,,,,,,,,,,,,1010,1001;1002,,OSEM setting,,,,,,,,,,,,,,,,,,,
,,,,,ordered subset expectation maximization subsets,,,nuclex:001072,,,,,,,,,,,,,,,,,,,1010,1001;1002,,"OSEM subsets, number of subsets",,,,,,,,,,,,,,,,,,,
,,,,,ordered subset expectation maximization iterations,,,nuclex:001073,,,,,,,,,,,,,,,,,,,1010,1001;1002,,"OSEM iterations, number of iterations",,,,,,,,,,,,,,,,,,,
,,,time-of-flight correction,,,,,nuclex:001074,,,,,,,,,,,,,,,,,,,1010,1001;1002,,TOF correction,,,,,,,,,,,,,,,,,,,
,,,randoms correction method,,,,,nuclex:001075,,,,,,,,,,,,,,,,,,,1010,1001;1002,,randoms correction,,,,,,,,,,,,,,,,,,,
,,,attenuation correction method,,,,,nuclex:001076,,,,"http://www.radlex.org/RID/RID29032",,,,,,,,,,,,,,,1010,1001;1002,,AC method,,,,,,,,,,,,,,,,,,,
,,,,calculated attenuation correction,,,,nuclex:001077,,,,,,,,,,,,,,,,,,,1010,1001;1002,,calculated AC,,,,,,,,,,,,,,,,,,,
,,,,,model-based attenuation correction,,,nuclex:001078,,,,,,,,,,,,,,,,,,,1010,1001;1002,Chang attenuation correction,model-based AC,,,,,,,,,,,,,,,,,,,
,,,,,artificial intelligence-based attenuation correction,,,nuclex:001079,,,,,,,,,,,,,,,,,,,1010,1001;1002,,AI-based AC,,,,,,,,,,,,,,,,,,,
,,,,measured attenuation correction,,,,nuclex:001080,,,,,,,,,,,,,,,,,,,1010,1001;1002,,measured AC,,,,,,,,,,,,,,,,,,,
,,,,,computed tomography-based attenuation correction,,,nuclex:001081,,,,,,,,,,,,,,,,,,,1010,1001;1002,,CT-based AC,,,,,,,,,,,,,,,,,,,
,,,,,transmission-based attenuation correction,,,nuclex:001082,,,,,,,,,,,,,,,,,,,1010,1001;1002,,transmission-based AC,,,,,,,,,,,,,,,,,,,
,,,scatter correction method,,,,,nuclex:001083,,,,,,,,,,,,,,,,,,,1010,1001;1002,,scatter correction,,,,,,,,,,,,,,,,,,,
,,,,dual energy window scatter correction,,,,nuclex:001084,,,,,,,,,,,,,,,,,,,1010,1001;1002,,DEW method,,,,,,,,,,,,,,,,,,,
,,,,triple energy window scatter correction,,,,nuclex:001085,,,,,,,,,,,,,,,,,,,1010,1001;1002,,TEW method,,,,,,,,,,,,,,,,,,,
,,,,model-based scatter correction,,,,nuclex:001086,,,,,,,,,,,,,,,,,,,1010,1001;1002,,model-based SC,,,,,,,,,,,,,,,,,,,
,,,,,single-scatter simulation,,,nuclex:001087,,,,,,,,,,,,,,,,,,,1010,1001;1002,,SSS,,,,,,,,,,,,,,,,,,,
,,,,,multiple-scatter simulation,,,nuclex:001088,,,,,,,,,,,,,,,,,,,1010,1001;1002,,MSS,,,,,,,,,,,,,,,,,,,
,,,,,scatter tail fitting,,,nuclex:001089,,,,,,,,,,,,,,,,,,,1010,1001;1002,,,,,,,,,,,,,,,,,,,,,
,,,,Monte Carlo scatter correction,,,,nuclex:001090,,,,,,,,,,,,,,,,,,,1010,1001;1002,,MC scatter correction,,,,,,,,,,,,,,,,,,,
,,,,artificial intelligence-based scatter correction,,,,nuclex:001091,,,,,,,,,,,,,,,,,,,1010,1001;1002,,AI-based scatter correction,,,,,,,,,,,,,,,,,,,
,,,quantitative calibration method,,,,,nuclex:001092,,,,,,,,,,,,,,,,,,,1010,1001;1002,,"calibration method, quantification",,,,,,,,,,,,,,,,,,,
,,,,radioactivity quantitative calbration method,,,,nuclex:001093,,,,,,,,,,,,,,,,,,,1010,1001;1002,Perhaps activity is a better term than radioactivity,direct quantification method,,,,,,,,,,,,,,,,,,,
,,,,,point source quantitative calibration,,,nuclex:001094,,,,,,,,,,,,,,,,,,,1010,1001;1002,,point source calibration,,,,,,,,,,,,,,,,,,,
,,,,,planar source quantitative calibration,,,nuclex:001095,,,,,,,,,,,,,,,,,,,1010,1001;1002,,planar calibration,,,,,,,,,,,,,,,,,,,
,,,,,large object quantitative calibration,,,nuclex:001096,,,,,,,,,,,,,,,,,,,1010,1001;1002,,large volume calibration,,,,,,,,,,,,,,,,,,,
,,,,,,anthropomorphic phantom quantitative calibration,,nuclex:001097,,,,,,,,,,,,,,,,,,,1010,1001;1002,,anthropomorpic calibration,,,,,,,,,,,,,,,,,,,
,,,,,,phantom insert quantitative calibration,,nuclex:001098,,,,,,,,,,,,,,,,,,,1010,1001;1002,,insert calibration,,,,,,,,,,,,,,,,,,,
,,,,,,Graves phantom quantitative calibration,,nuclex:001099,,,,,,,,,,,,,,,,,,,1010,1001;1002,,Graves phantom calibration,,,,,,,,,,,,,,,,,,,
,,,,,,flood phantom quantitative calibration,,nuclex:001100,,,,,,,,,,,,,,,,,,,1010,1001;1002,,flood field calibration,,,,,,,,,,,,,,,,,,,
,,,,,traceable sealed source quantitative calibration,,,nuclex:001101,,,,,,,,,,,,,,,,,,,1010,1001;1002,,NIST calibration,,,,,,,,,,,,,,,,,,,
,,,,,unsealed source quantitative calibration,,,nuclex:001102,,,,,,,,,,,,,,,,,,,1010,1001;1002,,open source calibration,,,,,,,,,,,,,,,,,,,
,,,gating processing method,,,,,nuclex:001103,,,,,,,,,,,,,,,,,,,1010;,1001;1002,,gating processsing,,,,,,,,,,,,,,,,,,,
,,,,respiratory gating processing method,,,,nuclex:001104,,,,,,,,,,,,,,,,,,,1010;,1001;1002,,,,,,,,,,,,,,,,,,,,,
,,,,data-driven gating method,,,,nuclex:001105,,,,,,,,,,,,,,,,,,,1010;,1001;1002,,,,,,,,,,,,,,,,,,,,,
,,,,,statistical decomposition gating method,,,nuclex:001106,,,,,,,,,,,,,,,,,,,1010;,1001;1002,,,,,,,,,,,,,,,,,,,,,
,,,,,short frame registration gating method,,,nuclex:001107,,,,,,,,,,,,,,,,,,,1010;,1001;1002,,,,,,,,,,,,,,,,,,,,,
,image descriptor property,,,,,,,nuclex:001108,,,,,,,,,,,,,,,,,,,1010;,1001;1002,,,,,,,,,,,,,,,,,,,,,
,,image bit depth,,,,,,nuclex:001109,,,,,,,,,,,,,,,,,,,1010;,1001;1002,,number of bits,,,,,,,,,,,,,,,,,,,
,,image file size,,,,,,nuclex:001110,,,,,,,,,,,,,,,,,,,1010;,1001;1002,,file siize,,,,,,,,,,,,,,,,,,,
,,image format,,,,,,nuclex:001111,,,,,,,,,,,,,,,,,,,1010;,1001;1002,,format,,,,,,,,,,,,,,,,,,,
,,image rows,,,,,,nuclex:001112,,,,,,,,,,,,,,,,,,,1010;,1001;1002,,number of rows,,,,,,,,,,,,,,,,,,,
,,image columns,,,,,,nuclex:001113,,,,,,,,,,,,,,,,,,,1010;,1001;1002,,number of columns,,,,,,,,,,,,,,,,,,,
,,image units,,,,,,nuclex:001114,,,,,,,,,,,,,,,,,,,1010;,1001;1002,,units,,,,,,,,,,,,,,,,,,,
,,,bequrel per mililiter,,,,,nuclex:001115,,,,,,,,,,,http://purl.bioontology.org/ontology/SNOMEDCT/419189002,,,,,,,,1010;,1001;1002,,"Radioactivity concentration, Bq/ml, kBq/ml, MBq/ml, Bq/cc, kBq/cc, MBq/cc",,,,,,,,,,,,,,,,,,,
,,,grams per mililiter,,,,,nuclex:001116,,,,http://radlex.org/RID/RID12782 ,,,,,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C69310,,,,,,,,,1,1010;,1001;1002,,"SUV, g/ml",,,,,,,,,,,,,,,,,,,
,,,percent of injected dose per gram of tissue,,,,,nuclex:001117,,,,,,,,,,,,,,,,,,1,1010;,1001;1002,,"%ID/g, %ID/L",,,,,,,,,,,,,,,,,,,
,,,counts,,,,,nuclex:001118,,,,,,,,,,,"http://purl.bioontology.org/ontology/SNOMEDCT/258734002",,,,,,,1,1010;,1001;1002,,cts,,,,,,,,,,,,,,,,,,,
,,,Hounsfield unit,,,,,nuclex:001119,,,,http://www.radlex.org/RID/RID39161,,,,,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C94908,,,,,,,,,,1010;,1001;1002,,"HU, CT number",,,,,,,,,,,,,,,,,,,
,image quality property,,,,,,,nuclex:001120,,,,,,,,,,,,,,,,,,,1010;,1001;1002,,,,,,,,,,,,,,,,,,,,,
,,effective spatial resolution,,,,,,nuclex:001121,,,,,,,,,,,,,,,,,,,1010;,1001;1002,,,,,,,,,,,,,,,,,,,,,
,,measured low-contrast resolution,,,,,,nuclex:001122,,,,,,,,,,,,,,,,,,,1010;,1001;1002,,,,,,,,,,,,,,,,,,,,,
,,signal-to-noise ratio,,,,,,nuclex:001123,,,,,,,,,,,,,,,,,,,1010;,1001;1002,,SNR,,,,,,,,,,,,,,,,,,,
,,image quantitative accuracy,,,,,,nuclex:001124,,,,,,,,,,,,,,,,,,,1010;,1001;1002,,,*accuracy irrespective of partial volume effects*,,,,,,,,,,,,,,,,,,
,,measured recovery coefficient,,,,,,nuclex:001125,,,,,,,,,,,,,,,,,,,1010;,1001;1002,,measured RC,The ratio of the measured intensity value of an imaging object to its expected value.,,,,,,,,,,,,,,,,,,
,image quantified physical property,,,,,,,nuclex:001126,,,,,,,,,,,,,,,,,,,1005;,1001;1002,,,The physical characteristic or process that is quantitatively measured in an image.,,,,,,,,,,,,,,,,,,
,,raw counts ,,,,,,nuclex:001127,,,,,,,,,,,"http://purl.bioontology.org/ontology/SNOMEDCT/258734002",,,,,,,,1005;,1001;1002,,counts,,,,,,,,,,,,,,,,,,,
,,,count rate,,,,,nuclex:001128,,,,,,,,,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C94878,,http://purl.bioontology.org/ontology/SNOMEDCT/282108002,,,,,,,,1005;,1001;1002,,"counts per second, CPS",,,,,,,,,,,,,,,,,,,
,,absolute activity,,,,,,nuclex:001129,,,,,,,,,,,,,,,,,,,1005;,1001;1002,,"activity, radioactivity, Bq, µCi, kBq, MBq, mCi, nCi, Ci, decays per minute, DPM, decays per second, DPS",,,,,,,,,,,,,,,,,,,
,,,activity concentration ,,,,,nuclex:001130,,,,,,,,,,,,,,,,,,,1005;,1001;1002,,"Bq/ml, µCi/ml, kBq/ml, MBq/ml, nCi/ml, Bq/cc, µCi/cc, kBq/cc, MBq/cc, nCi/cc",,,,,,,,,,,,,,,,,,,
,,relative activity ,,,,,,nuclex:001131,,,,,,,,,,,,,,,,,,,1005;,1001;1002,,,,,,,,,,,,,,,,,,,,,
,,,relative activity concentration ,,,,,nuclex:001132,,,,,,,,,,,,,,,,,,,1005;,1001;1002,,,,,,,,,,,,,,,,,,,,,
,,,standardized activity ,,,,,nuclex:001133,,,,,,,,,,,,,,,,,,,1005;,1001;1002,,"normalized activity, standardized activity concentration",,,,,,,,,,,,,,,,,,,
,,,,standardized uptake value,,,,nuclex:001134,,,,,,,,,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C69310,,,,,,,,,,1005;,1001;1002,,SUV,,,,,,,,,,,,,,,,,,,
,,,,,standardized uptake value to body weight,,,nuclex:001135,,,,,,,,,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C69310,,,,,,,,,,1005;,1001;1002,,"SUVbw, SUV, standardized uptake value",,,,,,,,,,,,,,,,,,,
,,,,,standardized uptake value to lean body mass,,,nuclex:001136,,,,,,,,,,,,,,,,,,,1005;,1001;1002,,SUVlb,,,,,,,,,,,,,,,,,,,
,,,,,standardized uptake value to body surface area,,,nuclex:001137,,,,,,,,,,,,,,,,,,,1005;,1001;1002,,SUVbs,,,,,,,,,,,,,,,,,,,
,,kinetic model parameter,,,,,,nuclex:001138,,,,,,,,,,,,,,,,,,,1005;,1001;1002,,,,,,,,,,,,,,,,,,,,,
,,,micro-kinetic model parameter ,,,,,nuclex:001139,,,,,,,,,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C94967,,,,,,,,,,1005;,1001;1002,,rate constant,,,,,,,,,,,,,,,,,,,
,,,,K1 ,,,,nuclex:001140,,,,,,,,,,,,,,,,,,,1005;,1001;1002,,,,,,,,,,,,,,,,,,,,,
,,,,k2 ,,,,nuclex:001141,,,,,,,,,,,,,,,,,,,1005;,1001;1002,,,,,,,,,,,,,,,,,,,,,
,,,,k3 ,,,,nuclex:001142,,,,,,,,,,,,,,,,,,,1005;,1001;1002,,,,,,,,,,,,,,,,,,,,,
,,,,k4 ,,,,nuclex:001143,,,,,,,,,,,,,,,,,,,1005;,1001;1002,,,,,,,,,,,,,,,,,,,,,
